chrom	startCoord	endCoord	GeneName	strand	GROValue
chrV	167807	171818	YER008C	-	0.147
chrV	172114	172492	YER009W	+	-0.355
chrV	172633	173338	YER010C	-	-0.069
chrV	175247	176012	YER011W	+	0
chrV	177834	178431	YER012W	+	0.118
chrV	178840	182278	YER013W	+	-0.243
chrV	182599	184219	YER014W	+	0
chrV	184540	186775	YER015W	+	0.716
chrV	188276	189311	YER016W	+	-0.348
chrV	189502	191788	YER017C	-	-0.007
chrV	191958	192624	YER018C	-	-0.63
chrV	192796	194230	YER019W	+	-0.325
chrV	194272	194539	YER019C-A	-	-0.111
chrV	195167	196517	YER020W	+	0.269
chrV	196947	198519	YER021W	+	0.01
chrV	198811	200875	YER022W	+	-0.105
chrV	201075	201936	YER023W	+	-0.074
chrV	202191	204963	YER024W	+	-0.101
chrV	205250	206834	YER025W	+	-0.337
chrV	207643	208474	YER026C	-	1.135
chrV	208978	210232	YER027C	-	0.014
chrV	210691	211876	YER028C	-	0.106
chrV	212586	213177	YER029C	-	-0.138
chrV	213436	213898	YER030W	+	-0.465
chrV	214075	214747	YER031C	-	-0.257
chrV	215062	217693	YER032W	+	-0.27
chrV	218056	221287	YER033C	-	0
chrV	221845	222403	YER034W	+	0.188
chrV	222638	223076	YER035W	+	-0.647
chrV	223366	225199	YER036C	-	-0.043
chrV	225888	226854	YER037W	+	0.62
chrV	226857	228252	YER038C	-	0.22
chrV	228455	229205	YER039C	-	-0.124
chrV	229262	229481	YER039C-A	-	-0.136
chrV	229794	231987	YER040W	+	0.07
chrV	232460	234740	YER041W	+	-0.038
chrV	234936	235491	YER042W	+	-0.047
chrV	235769	237119	YER043C	-	0.262
chrV	237569	238016	YER044C	-	0.787
chrV	238459	239774	YER044C-A	-	0.346
chrV	240031	241501	YER045C	-	0.34
chrV	243179	243611	YER046W	+	0.601
chrV	243809	246503	YER047C	-	-0.049
chrV	246981	248157	YER048C	-	-0.274
chrV	250717	251002	YER048W-A	+	0
chrV	251727	253662	YER049W	+	-0.405
chrV	253970	254387	YER050C	-	-0.064
chrV	254655	256134	YER051W	+	0.342
chrV	256374	257958	YER052C	-	-0.355
chrV	258736	259639	YER053C	-	0.473
chrV	262051	263698	YER054C	-	0.72
chrV	264891	265785	YER055C	-	-0.336
chrV	266511	268113	YER056C	-	-0.065
chrV	269422	270185	YER056C-A	-	-0.276
chrV	270736	271126	YER057C	-	-0.252
chrV	271767	272091	YER058W	+	-0.124
chrV	272623	273886	YER059W	+	-0.142
chrV	274566	276153	YER060W	+	-0.149
chrV	276571	278164	YER060W-A	+	0.638
chrV	278297	279626	YER061C	-	0.056
chrV	279929	280682	YER062C	-	1.049
chrV	281709	282366	YER063W	+	0.434
chrV	282704	284222	YER064C	-	0.376
chrV	285240	286914	YER065C	-	0.301
chrV	290241	290799	YER066W	+	-0.096
chrV	292065	292551	YER067W	+	1.257
chrV	293049	294813	YER068W	+	-0.171
chrV	295409	298001	YER069W	+	0.19
chrV	298949	301616	YER070W	+	-0.245
chrV	301946	302327	YER071C	-	-0.477
chrV	302805	303195	YER072W	+	-0.469
chrV	304029	305592	YER073W	+	-0.658
chrV	306322	307196	YER074W	+	-0.168
chrV	307652	308123	YER074W-A	+	-0.197
chrV	308412	311199	YER075C	-	-0.264
chrV	312589	313498	YER076C	-	0.11
chrV	314533	316600	YER077C	-	0.173
chrV	316806	318342	YER078C	-	0.139
chrV	318919	319552	YER079W	+	0.294
chrV	319962	321846	YER080W	+	-0.145
chrV	322685	324095	YER081W	+	0.196
chrV	324271	325936	YER082C	-	-0.574
chrV	326173	327031	YER083C	-	-0.321
chrV	327618	328140	YER085C	-	0
chrV	328476	330207	YER086W	+	0.175
chrV	330575	332306	YER087W	+	-0.405
chrV	332581	332830	YER087C-B	-	-0.11
chrV	333175	335188	YER088C	-	-0.35
chrV	335945	337340	YER089C	-	-0.054
chrV	337948	339472	YER090W	+	-0.042
chrV	339863	342167	YER091C	-	0.816
chrV	342854	343232	YER092W	+	0.028
chrV	343319	347612	YER093C	-	0.056
chrV	347911	348400	YER093C-A	-	0.201
chrV	348728	349346	YER094C	-	0.083
chrV	349979	351182	YER095W	+	0.841
chrV	351697	353236	YER096W	+	0
chrV	355465	357730	YER098W	+	0.895
chrV	358104	359061	YER099C	-	-0.469
chrV	359561	360314	YER100W	+	-0.532
chrV	360501	361794	YER101C	-	-0.237
chrV	363099	363702	YER102W	+	0.256
chrV	364588	366517	YER103W	+	0.594
chrV	366801	367428	YER104W	+	0.624
chrV	367837	372013	YER105C	-	-0.009
chrV	372325	373234	YER106W	+	0
chrV	373447	374545	YER107C	-	0
chrV	375214	377614	YER109C	-	0.077
chrV	378761	382103	YER110C	-	-0.247
chrV	382594	385876	YER111C	-	0
chrV	387231	387795	YER112W	+	-0.392
chrV	387931	390052	YER113C	-	-0.374
chrV	390589	393712	YER114C	-	-0.199
chrV	394291	394867	YER115C	-	-0.88
chrV	395347	396172	YER116C	-	-0.287
chrV	396768	397653	YER117W	+	-0.231
chrV	397951	399055	YER118C	-	0
chrV	399495	400842	YER119C	-	0.419
chrV	401134	401869	YER120W	+	-0.612
chrV	402870	404352	YER122C	-	0
chrV	404812	406387	YER123W	+	-0.711
chrV	407341	409063	YER124C	-	-0.628
chrV	410188	412618	YER125W	+	-0.133
chrV	413393	414179	YER126C	-	-0.452
chrV	414480	415554	YER127W	+	-0.551
chrV	415858	416470	YER128W	+	-0.284
chrV	417280	420709	YER129W	+	-0.44
chrV	421114	422446	YER130C	-	0.378
chrV	423951	424311	YER131W	+	-0.368
chrV	425187	430449	YER132C	-	-0.224
chrV	432494	433958	YER133W	+	-0.457
chrV	437266	437803	YER134C	-	-0.183
chrV	439615	440971	YER136W	+	0
chrV	441372	441819	YER137C	-	0.109
chrV	450562	451243	YER139C	-	-0.132
chrV	451564	453235	YER140W	+	-0.117
chrV	453458	454919	YER141W	+	0.515
chrV	455145	456036	YER142C	-	0.639
chrV	456318	457605	YER143W	+	0.033
chrV	457805	460223	YER144C	-	0.416
chrV	460525	461740	YER145C	-	0.609
chrV	462584	462866	YER146W	+	0.04
chrV	462967	464842	YER147C	-	-0.077
chrV	465302	466025	YER148W	+	-0.373
chrV	466207	467470	YER149C	-	0.283
chrV	468369	468816	YER150W	+	1.647
chrV	469685	472424	YER151C	-	0
chrV	472656	473988	YER152C	-	-0.343
chrV	474040	474805	YER153C	-	-0.211
chrV	475019	476228	YER154W	+	-0.525
chrV	476344	482848	YER155C	-	-0.507
chrV	483324	484341	YER156C	-	-0.899
chrV	484787	487193	YER157W	+	-0.148
chrV	488856	490578	YER158C	-	0.431
chrV	491529	491958	YER159C	-	-0.36
chrV	499346	500348	YER161C	-	-0.139
chrV	500629	502894	YER162C	-	0.012
chrV	503083	503782	YER163C	-	0.076
chrV	505391	509798	YER164W	+	-0.423
chrV	510372	512106	YER165W	+	-0.045
chrV	512743	517459	YER166W	+	0.358
chrV	518215	520771	YER167W	+	-0.166
chrV	521028	522669	YER168C	-	-0.296
chrV	523368	525759	YER169W	+	0
chrV	525973	526651	YER170W	+	0.549
chrV	527081	529418	YER171W	+	-0.076
chrV	536299	538279	YER173W	+	-0.189
chrV	538433	539168	YER174C	-	0.099
chrV	539463	540363	YER175C	-	-0.108
chrV	541689	545055	YER176W	+	-0.158
chrV	545610	546414	YER177W	+	-0.185
chrV	546816	548079	YER178W	+	0.402
chrV	548420	549517	YER179W	+	0.851
chrV	549723	550527	YER180C	-	-0.279
chrV	552524	553259	YER182W	+	0.055
chrV	553333	553969	YER183C	-	-0.237
chrV	556295	558680	YER184C	-	0
chrV	559453	560365	YER185W	+	0
chrV	561704	562625	YER186C	-	-0.031
chrV	566229	566655	YER187W	+	-0.012
chrVI	835	1363	YFL067W	+	0.184
chrVI	9544	10222	YFL061W	+	0.946
chrVI	10300	10969	YFL060C	-	0.559
chrVI	11362	12259	YFL059W	+	0.709
chrVI	12928	13951	YFL058W	+	1.012
chrVI	14304	14763	YFL057C	-	0.292
chrVI	14792	15431	YFL056C	-	0.28
chrVI	17003	18680	YFL055W	+	0.109
chrVI	20846	22787	YFL054C	-	1.224
chrVI	23422	25198	YFL053W	+	1.121
chrVI	28231	29629	YFL052W	+	0.921
chrVI	30057	30540	YFL051C	-	1.038
chrVI	33271	35848	YFL050C	-	-0.131
chrVI	36802	38674	YFL049W	+	0.052
chrVI	38842	40180	YFL048C	-	0.2
chrVI	40420	42565	YFL047W	+	-0.213
chrVI	42814	43438	YFL046W	+	-0.185
chrVI	43627	44392	YFL045C	-	-0.325
chrVI	44654	45560	YFL044C	-	-0.143
chrVI	45719	47744	YFL042C	-	0.123
chrVI	49138	51007	YFL041W	+	0.146
chrVI	51349	52972	YFL040W	+	0
chrVI	53259	54696	YFL039C	-	0.111
chrVI	55365	55986	YFL038C	-	0.021
chrVI	56335	57709	YFL037W	+	0.196
chrVI	58781	62837	YFL036W	+	0.014
chrVI	63015	63993	YFL034C-B	-	-0.306
chrVI	65476	68698	YFL034W	+	0.31
chrVI	69114	74427	YFL033C	-	0.221
chrVI	75178	76147	YFL031W	+	-0.398
chrVI	76830	77988	YFL030W	+	0.427
chrVI	78054	79161	YFL029C	-	-0.023
chrVI	79343	80213	YFL028C	-	-0.052
chrVI	80418	81912	YFL027C	-	-0.471
chrVI	82579	83875	YFL026W	+	-0.661
chrVI	84144	87234	YFL025C	-	-0.466
chrVI	87846	90345	YFL024C	-	0
chrVI	90985	93376	YFL023W	+	-0.612
chrVI	93498	95010	YFL022C	-	-0.416
chrVI	95965	97498	YFL021W	+	0.267
chrVI	99230	99599	YFL020C	-	0.125
chrVI	101627	103127	YFL018C	-	0.094
chrVI	103698	103932	YFL017W-A	+	0
chrVI	103982	104462	YFL017C	-	-0.126
chrVI	104700	106236	YFL016C	-	0.474
chrVI	107255	107585	YFL014W	+	0
chrVI	107851	109930	YFL013C	-	-0.227
chrVI	110646	111093	YFL012W	+	0
chrVI	112344	113985	YFL011W	+	0
chrVI	115107	115743	YFL010C	-	0
chrVI	116144	118484	YFL009W	+	0.032
chrVI	119428	123106	YFL008W	+	0.039
chrVI	123478	129910	YFL007W	+	-0.296
chrVI	130333	130981	YFL005W	+	-0.129
chrVI	131809	134296	YFL004W	+	-0.297
chrVI	134520	137157	YFL003C	-	0.309
chrVI	145113	146934	YFL002C	-	0.142
chrVI	147130	148459	YFL001W	+	0.016
chrVI	149109	149724	YFR001W	+	-0.532
chrVI	150015	152535	YFR002W	+	-0.014
chrVI	152656	153124	YFR003C	-	0.246
chrVI	153392	154313	YFR004W	+	0.114
chrVI	154526	155873	YFR005C	-	-0.061
chrVI	156144	157752	YFR006W	+	0.079
chrVI	159298	160360	YFR007W	+	0.141
chrVI	160534	161200	YFR008W	+	0.141
chrVI	162487	164746	YFR009W	+	-0.374
chrVI	165066	166566	YFR010W	+	-0.197
chrVI	166745	167258	YFR011C	-	-0.311
chrVI	167887	168496	YFR012W	+	0.389
chrVI	169921	172285	YFR013W	+	-0.187
chrVI	172536	173877	YFR014C	-	0.483
chrVI	174264	176391	YFR015C	-	1.292
chrVI	177041	180743	YFR016C	-	0.011
chrVI	182273	182861	YFR017C	-	0.198
chrVI	183130	184222	YFR018C	-	0.422
chrVI	184501	191338	YFR019W	+	-0.062
chrVI	194811	196314	YFR021W	+	0.091
chrVI	196832	199034	YFR022W	+	0.503
chrVI	199873	201709	YFR023W	+	0.163
chrVI	201959	203433	YFR024C-A	-	0.571
chrVI	203742	204750	YFR025C	-	0.267
chrVI	205747	206257	YFR026C	-	0.41
chrVI	207451	208297	YFR027W	+	0.346
chrVI	208412	210068	YFR028C	-	-0.638
chrVI	210936	212973	YFR029W	+	0.086
chrVI	213311	216419	YFR030W	+	0.527
chrVI	216593	220106	YFR031C	-	0.149
chrVI	220506	221418	YFR031C-A	-	0.384
chrVI	222089	222959	YFR032C	-	0.36
chrVI	223257	223437	YFR032C-A	-	-0.897
chrVI	224325	224769	YFR033C	-	-0.05
chrVI	225019	225958	YFR034C	-	-0.449
chrVI	226120	226465	YFR035C	-	-0.097
chrVI	226962	227337	YFR036W	+	-0.05
chrVI	227512	229186	YFR037C	-	-0.549
chrVI	229379	231940	YFR038W	+	-0.355
chrVI	232010	233543	YFR039C	-	0.015
chrVI	234240	237249	YFR040W	+	0.069
chrVI	237366	238254	YFR041C	-	0.703
chrVI	238456	239059	YFR042W	+	0.348
chrVI	239112	239826	YFR043C	-	-0.223
chrVI	239990	241436	YFR044C	-	0.001
chrVI	241996	242999	YFR045W	+	-0.003
chrVI	243073	244159	YFR046C	-	0
chrVI	244278	245166	YFR047C	-	0.146
chrVI	246145	248134	YFR048W	+	-0.336
chrVI	248522	248894	YFR049W	+	0.327
chrVI	249065	249866	YFR050C	-	-0.268
chrVI	250162	251803	YFR051C	-	-0.093
chrVI	252504	253329	YFR052W	+	-0.271
chrVI	253591	255049	YFR053C	-	3.346
chrVI	264203	265226	YFR055W	+	0.245
chrVI	269060	269516	YFR057W	+	0.273
chrVII	5311	5839	YGL262W	+	0
chrVII	6289	6652	YGL261C	-	-0.136
chrVII	8469	8967	YGL259W	+	0.246
chrVII	11109	11730	YGL258W	+	0.327
chrVII	12480	14157	YGL257C	-	-0.194
chrVII	15158	16307	YGL256W	+	-0.512
chrVII	20977	22108	YGL255W	+	0.077
chrVII	22303	23203	YGL254W	+	-0.017
chrVII	23934	25395	YGL253W	+	0.351
chrVII	25717	27484	YGL252C	-	-0.076
chrVII	27920	31636	YGL251C	-	0.103
chrVII	31909	32635	YGL250W	+	0.254
chrVII	33097	35212	YGL249W	+	0.684
chrVII	35652	36762	YGL248W	+	0.808
chrVII	36932	37526	YGL247W	+	0.256
chrVII	37616	38780	YGL246C	-	-0.558
chrVII	39022	41149	YGL245W	+	-0.249
chrVII	41497	43174	YGL244W	+	-0.116
chrVII	43306	44509	YGL243W	+	0
chrVII	44651	45197	YGL242C	-	-0.117
chrVII	45444	48459	YGL241W	+	0
chrVII	48612	49365	YGL240W	+	0.661
chrVII	49551	52434	YGL238W	+	0
chrVII	52730	53528	YGL237C	-	0.104
chrVII	53786	55797	YGL236C	-	-0.246
chrVII	56482	58891	YGL234W	+	0
chrVII	59122	61855	YGL233W	+	-0.023
chrVII	62075	63003	YGL232W	+	-0.169
chrVII	63048	63621	YGL231C	-	0.225
chrVII	63772	64216	YGL230C	-	-0.074
chrVII	64503	66960	YGL229C	-	0.254
chrVII	67598	69332	YGL228W	+	-0.362
chrVII	69671	72548	YGL227W	+	0.031
chrVII	72749	73159	YGL226C-A	-	-0.328
chrVII	73340	73712	YGL226W	+	0.036
chrVII	76894	77908	YGL225W	+	-0.013
chrVII	78015	78858	YGL224C	-	0.06
chrVII	79112	80366	YGL223C	-	0.14
chrVII	80659	81187	YGL222C	-	-0.154
chrVII	81426	82293	YGL221C	-	-0.281
chrVII	82374	82737	YGL220W	+	-0.496
chrVII	82878	84258	YGL219C	-	-0.162
chrVII	84885	87303	YGL216W	+	-0.079
chrVII	87981	89340	YGL215W	+	0.007
chrVII	90054	91248	YGL213C	-	0.15
chrVII	91432	92383	YGL212W	+	-0.165
chrVII	92512	93593	YGL211W	+	-0.455
chrVII	93793	94462	YGL210W	+	-0.081
chrVII	95859	97008	YGL209W	+	0.963
chrVII	97339	98587	YGL208W	+	0.323
chrVII	98970	102078	YGL207W	+	-0.198
chrVII	102544	107506	YGL206C	-	0
chrVII	108159	110406	YGL205W	+	0.603
chrVII	112476	114666	YGL203C	-	-0.103
chrVII	116060	117563	YGL202W	+	-0.051
chrVII	117855	120909	YGL201C	-	-0.244
chrVII	122695	123307	YGL200C	-	-0.299
chrVII	123592	124301	YGL198W	+	-0.269
chrVII	124699	129163	YGL197W	+	-0.101
chrVII	129884	131171	YGL196W	+	0.028
chrVII	131526	139545	YGL195W	+	-0.441
chrVII	140369	141728	YGL194C	-	-0.277
chrVII	142247	144050	YGL192W	+	0.013
chrVII	144809	145199	YGL191W	+	0.553
chrVII	145810	147391	YGL190C	-	-0.296
chrVII	148230	148590	YGL189C	-	-0.242
chrVII	149705	150173	YGL187C	-	-0.331
chrVII	151038	152778	YGL186C	-	-0.216
chrVII	153168	154308	YGL185C	-	0.127
chrVII	154616	156014	YGL184C	-	0.87
chrVII	156544	157287	YGL183C	-	0
chrVII	157907	159098	YGL181W	+	0
chrVII	160066	162760	YGL180W	+	0.391
chrVII	163410	165093	YGL179C	-	0.998
chrVII	167353	170573	YGL178W	+	0.486
chrVII	171416	173081	YGL176C	-	-0.288
chrVII	173286	174324	YGL175C	-	0
chrVII	174546	175347	YGL174W	+	-0.093
chrVII	175528	180115	YGL173C	-	0.025
chrVII	180701	182120	YGL172W	+	-0.018
chrVII	182391	184086	YGL171W	+	-0.778
chrVII	184154	185396	YGL170C	-	0
chrVII	186060	187341	YGL169W	+	-0.584
chrVII	187465	187798	YGL168W	+	-0.567
chrVII	187617	190470	YGL167C	-	-0.192
chrVII	191130	191808	YGL166W	+	0.175
chrVII	191979	193302	YGL164C	-	-0.217
chrVII	193708	196405	YGL163C	-	0.483
chrVII	198139	199039	YGL162W	+	-0.409
chrVII	199211	200144	YGL161C	-	-0.12
chrVII	200562	202275	YGL160W	+	0.135
chrVII	202722	203835	YGL159W	+	0
chrVII	207034	208573	YGL158W	+	0
chrVII	209007	210051	YGL157W	+	0.415
chrVII	210417	213669	YGL156W	+	0
chrVII	214082	215213	YGL155W	+	0.379
chrVII	215279	216098	YGL154C	-	0.217
chrVII	216274	217300	YGL153W	+	0
chrVII	217525	220924	YGL151W	+	-0.364
chrVII	221105	225575	YGL150C	-	0.053
chrVII	226400	227531	YGL148W	+	-0.241
chrVII	227755	228331	YGL147C	-	0.021
chrVII	228752	229688	YGL146C	-	-0.251
chrVII	230244	232350	YGL145W	+	-0.507
chrVII	232451	234509	YGL144C	-	-0.096
chrVII	234718	235960	YGL143C	-	-0.314
chrVII	236270	238121	YGL142C	-	0.085
chrVII	238354	241087	YGL141W	+	0.255
chrVII	241354	245014	YGL140C	-	-0.148
chrVII	245717	248126	YGL139W	+	-0.243
chrVII	248495	249533	YGL138C	-	0
chrVII	249870	252740	YGL137W	+	0.069
chrVII	252898	253861	YGL136C	-	0.071
chrVII	254642	255296	YGL135W	+	0.659
chrVII	255664	256966	YGL134W	+	0.02
chrVII	257708	261503	YGL133W	+	0.154
chrVII	261649	265861	YGL131C	-	0.24
chrVII	266146	267526	YGL130W	+	-0.225
chrVII	267724	269077	YGL129C	-	-0.171
chrVII	269294	270146	YGL128C	-	0.12
chrVII	270393	270777	YGL127C	-	-0.654
chrVII	270998	272141	YGL126W	+	0.384
chrVII	272521	274324	YGL125W	+	1.106
chrVII	274781	276716	YGL124C	-	-0.07
chrVII	277618	278383	YGL123W	+	0.022
chrVII	278947	280525	YGL122C	-	0.318
chrVII	280778	281159	YGL121C	-	1.058
chrVII	281635	283939	YGL120C	-	0
chrVII	284443	285949	YGL119W	+	-0.354
chrVII	288513	289311	YGL117W	+	-0.345
chrVII	289810	291643	YGL116W	+	-0.473
chrVII	292034	293003	YGL115W	+	-0.069
chrVII	293461	295639	YGL114W	+	0.035
chrVII	295933	297940	YGL113W	+	-0.077
chrVII	298179	299730	YGL112C	-	-0.424
chrVII	299979	301371	YGL111W	+	-0.81
chrVII	301538	303413	YGL110C	-	-0.164
chrVII	303650	304073	YGL108C	-	-0.151
chrVII	304334	306275	YGL107C	-	-0.248
chrVII	306561	307011	YGL106W	+	-0.442
chrVII	307438	308569	YGL105W	+	-0.447
chrVII	308714	310175	YGL104C	-	0.098
chrVII	310968	311929	YGL103W	+	-0.216
chrVII	312194	312842	YGL101W	+	-0.464
chrVII	313235	314285	YGL100W	+	0.12
chrVII	314632	316555	YGL099W	+	-0.458
chrVII	317343	318081	YGL098W	+	-0.053
chrVII	321783	323232	YGL097W	+	0.002
chrVII	325332	326163	YGL096W	+	1.122
chrVII	328875	330609	YGL095C	-	0.036
chrVII	331119	334467	YGL094C	-	-0.238
chrVII	334887	337641	YGL093W	+	0.084
chrVII	337907	341861	YGL092W	+	-0.193
chrVII	342057	343044	YGL091C	-	-0.37
chrVII	343320	344586	YGL090W	+	-0.629
chrVII	344792	345155	YGL089C	-	0
chrVII	346407	346906	YGL087C	-	0.237
chrVII	347120	349370	YGL086W	+	-0.668
chrVII	349617	350442	YGL085W	+	-0.325
chrVII	350617	352300	YGL084C	-	-0.048
chrVII	353059	355474	YGL083W	+	-0.199
chrVII	355828	356974	YGL082W	+	-0.169
chrVII	357378	358341	YGL081W	+	0
chrVII	358637	359030	YGL080W	+	0
chrVII	359445	360102	YGL079W	+	0.217
chrVII	360289	361861	YGL078C	-	-0.332
chrVII	362226	363918	YGL077C	-	-0.264
chrVII	364336	365998	YGL076C	-	-0.177
chrVII	366926	368090	YGL075C	-	-0.968
chrVII	368754	371256	YGL073W	+	-0.082
chrVII	372013	374086	YGL071W	+	-0.365
chrVII	374460	374829	YGL070C	-	-0.527
chrVII	375088	375673	YGL068W	+	-0.597
chrVII	376102	377257	YGL067W	+	0
chrVII	377610	379584	YGL066W	+	-0.354
chrVII	379761	381273	YGL065C	-	-0.219
chrVII	381524	383210	YGL064C	-	-0.229
chrVII	383655	384768	YGL063W	+	0.052
chrVII	385197	388734	YGL062W	+	0.852
chrVII	388969	389713	YGL061C	-	1.056
chrVII	390066	391992	YGL060W	+	0.043
chrVII	392224	393700	YGL059W	+	0.48
chrVII	393987	394506	YGL058W	+	-0.245
chrVII	394967	395831	YGL057C	-	0.019
chrVII	396036	397620	YGL056C	-	-0.798
chrVII	398629	400162	YGL055W	+	-1.157
chrVII	400872	401289	YGL054C	-	-0.654
chrVII	402590	403304	YGL053W	+	-0.136
chrVII	403688	404393	YGL051W	+	0.434
chrVII	405777	406599	YGL050W	+	-0.139
chrVII	406861	409606	YGL049C	-	0.068
chrVII	410070	411288	YGL048C	-	0.499
chrVII	411553	412162	YGL047W	+	-0.158
chrVII	414103	415732	YGL045W	+	1.265
chrVII	416147	417038	YGL044C	-	0.396
chrVII	417484	418414	YGL043W	+	-0.278
chrVII	419528	420557	YGL040C	-	-0.012
chrVII	423962	425009	YGL039W	+	0
chrVII	425363	426806	YGL038C	-	-0.212
chrVII	427298	427949	YGL037C	-	0.179
chrVII	428602	431332	YGL036W	+	0.369
chrVII	431549	433064	YGL035C	-	-0.22
chrVII	435626	436353	YGL033W	+	0
chrVII	436571	436835	YGL032C	-	-1.039
chrVII	437468	437936	YGL031C	-	-0.651
chrVII	439092	439640	YGL030W	+	-0.215
chrVII	440064	440427	YGL029W	+	-0.795
chrVII	441282	442911	YGL028C	-	-0.427
chrVII	443643	446145	YGL027C	-	0
chrVII	446413	448537	YGL026C	-	0.358
chrVII	448765	449959	YGL025C	-	-0.396
chrVII	450198	452106	YGL023C	-	0.154
chrVII	452405	454562	YGL022W	+	-0.088
chrVII	454786	457069	YGL021W	+	-0.363
chrVII	457164	457872	YGL020C	-	-0.16
chrVII	458157	458994	YGL019W	+	-0.057
chrVII	459111	459666	YGL018C	-	-0.803
chrVII	459855	461367	YGL017W	+	-0.352
chrVII	461667	464913	YGL016W	+	0
chrVII	465044	465437	YGL015C	-	0
chrVII	466142	468809	YGL014W	+	0
chrVII	469093	472300	YGL013C	-	0.026
chrVII	472856	474278	YGL012W	+	0.601
chrVII	474490	475249	YGL011C	-	0.007
chrVII	475546	476071	YGL010W	+	0.188
chrVII	476314	478654	YGL009C	-	0.494
chrVII	479911	482668	YGL008C	-	0.54
chrVII	485922	489444	YGL006W	+	0.966
chrVII	489709	490549	YGL005C	-	0.558
chrVII	490704	491958	YGL004C	-	0.412
chrVII	492475	494176	YGL003C	-	0.044
chrVII	494518	495169	YGL002W	+	0.446
chrVII	495454	496504	YGL001C	-	0
chrVII	497134	498036	YGR001C	-	-0.014
chrVII	498477	499908	YGR002C	-	0.345
chrVII	500133	502368	YGR003W	+	0.159
chrVII	502939	504328	YGR004W	+	0.436
chrVII	504658	505861	YGR005C	-	0
chrVII	506071	506828	YGR006W	+	-0.06
chrVII	506971	507943	YGR007W	+	-0.16
chrVII	508112	508367	YGR008C	-	1.236
chrVII	509049	511005	YGR009C	-	-0.406
chrVII	511547	512735	YGR010W	+	0.142
chrVII	513161	514343	YGR012W	+	0.138
chrVII	514556	516419	YGR013W	+	0.132
chrVII	516945	520866	YGR014W	+	-0.157
chrVII	521092	522079	YGR015C	-	0
chrVII	522263	522836	YGR016W	+	-0.101
chrVII	523789	524683	YGR017W	+	-0.587
chrVII	525231	526647	YGR019W	+	0.682
chrVII	526975	527332	YGR020C	-	0.268
chrVII	527634	528507	YGR021W	+	0.418
chrVII	529266	530922	YGR023W	+	0.883
chrVII	531885	532599	YGR024C	-	-0.096
chrVII	532987	533824	YGR026W	+	0.197
chrVII	534134	534461	YGR027C	-	0.011
chrVII	542205	543294	YGR028W	+	-0.187
chrVII	543555	544208	YGR029W	+	0.206
chrVII	545683	546160	YGR030C	-	0.082
chrVII	546443	547472	YGR031W	+	0
chrVII	548266	553954	YGR032W	+	0.614
chrVII	554250	554970	YGR033C	-	-0.519
chrVII	555814	556675	YGR034W	+	-0.389
chrVII	557074	557425	YGR035C	-	2.024
chrVII	558151	558871	YGR036C	-	-0.198
chrVII	559733	559997	YGR037C	-	-0.245
chrVII	560684	561353	YGR038W	+	0.041
chrVII	575400	576507	YGR040W	+	-0.333
chrVII	577489	579133	YGR041W	+	-0.126
chrVII	579478	580294	YGR042W	+	0.511
chrVII	580437	581439	YGR043C	-	0
chrVII	582992	583895	YGR044C	-	0.014
chrVII	583936	584299	YGR045C	-	0
chrVII	584897	586055	YGR046W	+	0
chrVII	586394	589472	YGR047C	-	0.223
chrVII	589828	590914	YGR048W	+	0.139
chrVII	591316	591880	YGR049W	+	0.325
chrVII	593598	594708	YGR052W	+	0
chrVII	594988	595840	YGR053C	-	0
chrVII	596695	598624	YGR054W	+	-1.1
chrVII	599419	601144	YGR055W	+	1.278
chrVII	601663	604450	YGR056W	+	-0.419
chrVII	604775	605504	YGR057C	-	-0.02
chrVII	606138	607146	YGR058W	+	-0.191
chrVII	607565	609104	YGR059W	+	-0.518
chrVII	610566	611496	YGR060W	+	0
chrVII	611891	615968	YGR061C	-	-0.322
chrVII	616330	617281	YGR062C	-	-0.443
chrVII	617518	617827	YGR063C	-	-0.626
chrVII	618079	619861	YGR065C	-	0.462
chrVII	620923	621802	YGR066C	-	0
chrVII	622374	624789	YGR067C	-	0.293
chrVII	625326	627087	YGR068C	-	-0.117
chrVII	627808	631276	YGR070W	+	0
chrVII	631483	634066	YGR071C	-	-0.077
chrVII	634306	635470	YGR072W	+	-0.796
chrVII	635714	636155	YGR074W	+	-0.411
chrVII	636149	636878	YGR075C	-	-0.316
chrVII	637106	637580	YGR076C	-	-0.616
chrVII	637746	639516	YGR077C	-	0.175
chrVII	639774	640374	YGR078C	-	-0.341
chrVII	640722	641835	YGR079W	+	-0.201
chrVII	642012	643011	YGR080W	+	-0.06
chrVII	643150	643783	YGR081C	-	-0.468
chrVII	644046	644598	YGR082W	+	-0.362
chrVII	644862	646818	YGR083C	-	-0.512
chrVII	647125	648145	YGR084C	-	-0.293
chrVII	648385	648910	YGR085C	-	-0.703
chrVII	649600	650620	YGR086C	-	0.019
chrVII	651292	652984	YGR087C	-	0.653
chrVII	654636	656325	YGR088W	+	0.455
chrVII	656962	659773	YGR089W	+	0
chrVII	662360	666074	YGR090W	+	-0.449
chrVII	666343	667828	YGR091W	+	0.011
chrVII	668191	669910	YGR092W	+	0.148
chrVII	670390	671914	YGR093W	+	-0.312
chrVII	672188	675503	YGR094W	+	0.12
chrVII	675673	676345	YGR095C	-	-0.256
chrVII	676623	677568	YGR096W	+	0.316
chrVII	678697	682138	YGR097W	+	0.673
